id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class
1100,48.0,34.0,49.0,99.1,24.0,10.0,88.0,3.1,,Porto,93.0,Pastel de nata,270.0,74.07,23.9,4.7,KO
1101,80.0,45.0,11.0,96.7,22.0,10.0,86.0,3.2,,Porto,98.0,Pastel Nata,274.0,77.24,27.6,7.4,OK
1102,40.0,27.0,37.0,97.9,122.0,12.0,330.0,3.3,,Lisboa,316.0,Pastel De Nata,245.0,41.23,45.7,4.6,OK
1103,54.0,21.0,39.0,96.8,52.0,11.0,232.0,3.0,,Lisboa,257.0,,234.0,57.46,20.3,4.9,KO
1104,57.0,31.0,49.0,98.9,49.0,11.0,113.0,3.3,,Porto,122.0,Pastel Nata,330.0,78.06,29.6,11.3,OK
1105,40.0,19.0,28.0,97.2,75.0,11.0,222.0,3.2,,Lisboa,219.0,Pastel De Nata,206.0,27.8,11.0,4.5,OK
1106,53.0,59.0,5.0,99.3,20.0,10.0,74.0,3.3,,Porto,78.0,N/A,254.0,76.29,17.6,4.6,KO
1107,71.0,52.0,27.0,98.7,32.0,10.0,145.0,3.2,,Porto,146.0,Pastel de nata,228.0,80.6,20.2,4.8,KO
1108,64.0,23.0,27.0,98.1,114.0,11.0,358.0,3.2,,Lisboa,343.0,,246.0,51.9,19.0,4.9,OK
1109,78.0,20.0,26.0,96.6,93.0,10.0,211.0,3.5,,Lisboa,208.0,Pastel Nata,215.0,50.4,13.7,6.3,OK
1110,65.0,45.0,14.0,95.1,44.0,10.0,110.0,3.3,,Porto,114.0,,248.0,78.4,19.1,5.1,OK
1111,61.0,23.0,28.0,98.8,68.0,10.0,247.0,3.2,,Lisboa,259.0,Pastel de nata,195.0,60.43,171.5,5.0,OK
1112,52.0,27.0,74.0,98.3,46.0,10.0,257.0,3.1,,Lisboa,249.0,Pastel de nata,208.0,43.48,10.5,5.6,KO
1113,80.0,20.0,28.0,100.3,113.0,10.0,426.0,3.3,,Lisboa,420.0,Pastel de nata,204.0,46.22,87.1,5.0,OK
1114,78.0,62.0,7.0,99.7,49.0,11.0,97.0,3.5,,Porto,99.0,,196.0,68.57,22.6,5.8,KO
1115,46.0,22.0,26.0,99.3,132.0,12.0,257.0,3.2,,LISBOA,251.0,Pastel Nata,179.0,34.42,16.5,8.2,OK
1116,62.0,39.0,48.0,98.9,32.0,9.0,78.0,3.0,,Porto,84.0,,378.0,82.57,22.9,7.1,OK
1117,41.0,20.0,32.0,98.4,101.0,10.0,291.0,3.4,, Lisboa,297.0,Pastel De Nata,190.0,39.03,116.3,4.3,OK
1118,69.0,26.0,31.0,94.5,46.0,13.0,148.0,3.3,,Lisboa,152.0,Pastel De Nata,197.0,19.44,60.9,2.9,OK
1119,47.0,24.0,46.0,96.5,87.0,10.0,361.0,3.1,,Lisboa,347.0,Pastel De Nata,255.0,46.95,86.0,6.1,OK
1120,68.0,22.0,29.0,98.4,71.0,11.0,186.0,3.0,,Lisboa,189.0,,215.0,31.07,19.3,3.9,OK
1121,78.0,21.0,34.0,97.6,84.0,10.0,391.0,3.2,,Lisboa,376.0,Pastel Nata,217.0,41.89,116.7,5.0,OK
1122,72.0,23.0,49.0,100.9,30.0,10.0,88.0,3.1,,Porto,91.0,Pastel De Nata,307.0,74.03,24.0,6.1,KO
1123,44.0,32.0,48.0,98.0,85.0,11.0,271.0,3.1,,Lisboa,291.0,Pastel de nata,239.0,33.61,129.0,3.4,OK
1124,76.0,23.0,38.0,93.8,108.0,11.0,293.0,3.3,,Lisboa,307.0,Pastel de Nata,242.0,43.88,43.3,7.4,OK
1125,65.0,21.0,43.0,100.6,20.0,11.0,250.0,3.2,,Lisboa,253.0,Pastel de Nata,199.0,47.88,16.0,7.1,OK
1126,71.0,21.0,30.0,96.7,47.0,12.0,236.0,3.5,,Lisboa,239.0,Pastel De Nata,190.0,41.75,30.2,4.3,OK
1127,67.0,20.0,34.0,98.2,101.0,12.0,231.0,3.3,,Lisboa,239.0,Pastel de nata,176.0,37.25,10.5,4.2,OK
1128,65.0,24.0,34.0,98.3,77.0,9.0,310.0,3.4,,Lisboa,313.0,Pastel De Nata,213.0,33.19,74.8,4.3,KO
1129,48.0,31.0,35.0,100.0,30.0,9.0,118.0,3.3,,Porto,122.0,Pastel de Nata,256.0,74.44,23.2,4.8,KO
1130,69.0,21.0,28.0,93.3,123.0,10.0,317.0,3.1,,Lisboa,316.0,Pastel de Nata,244.0,42.42,77.5,5.4,KO
1131,75.0,40.0,24.0,101.3,44.0,10.0,192.0,3.3,,Porto,207.0,Pastel de Nata,211.0,77.19,20.9,5.1,KO
1132,79.0,26.0,29.0,96.1,88.0,13.0,379.0,3.2,,Lisboa,361.0,N/A,200.0,34.75,56.5,6.4,OK
1133,62.0,42.0,33.0,101.5,141.0,9.0,228.0,3.3,,Porto,222.0,Pastel de Nata,193.0,223.92,66.4,5.3,KO
1134,53.0,20.0,50.0,96.1,78.0,10.0,316.0,3.0,,Lisboa,304.0,,259.0,39.81,17.6,3.8,KO
1135,58.0,40.0,50.0,96.0,38.0,9.0,108.0,3.3,,Porto,122.0,Pastel de nata,327.0,70.98,21.0,5.5,KO
1136,75.0,21.0,28.0,97.6,62.0,10.0,199.0,2.9,,Lisboa,212.0,Pastel de Nata,214.0,58.71,83.3,5.3,KO
1137,67.0,20.0,34.0,94.2,64.0,12.0,258.0,3.0,,Lisboa,263.0,Pastel Nata,208.0,38.61,38.5,5.5,OK
1138,60.0,30.0,34.0,98.0,48.0,10.0,241.0,3.2,,Lisboa,235.0,Pastel De Nata,224.0,40.77,47.3,4.1,KO
1139,55.0,23.0,19.0,101.8,44.0,10.0,202.0,3.6,,Lisboa,201.0,Pastel Nata,155.0,40.23,50.5,5.6,KO
1140,77.0,45.0,16.0,100.1,30.0,9.0,129.0,3.3,,Porto,127.0,,253.0,87.92,17.9,7.4,KO
1141,50.0,20.0,43.0,99.4,124.0,9.0,333.0,3.3,,Lisboa,333.0,Pastel De Nata,211.0,50.78,155.8,6.0,OK
1142,62.0,23.0,28.0,98.0,61.0,11.0,231.0,3.0,,Lisboa,219.0,Pastel de nata,212.0,37.73,105.3,5.2,OK
1143,67.0,20.0,45.0,98.9,103.0,10.0,362.0,3.1,,Lisboa,362.0,N/A,243.0,48.37,118.9,4.5,OK
1144,45.0,20.0,40.0,94.6,38.0,13.0,153.0,3.4,,Lisboa,157.0,Pastel Nata,211.0,32.53,10.0,3.8,OK
1145,76.0,21.0,38.0,100.7,98.0,9.0,235.0,3.4,,Lisboa,247.0,Pastel De Nata,230.0,41.43,143.8,4.0,OK
1146,66.0,28.0,27.0,98.6,89.0,12.0,259.0,3.3,,Lisboa,246.0,Pastel Nata,162.0,28.64,62.4,4.1,OK
1147,53.0,17.0,35.0,96.8,121.0,11.0,289.0,3.3,,lisboa,284.0,Pastel Nata,179.0,41.43,157.2,3.6,KO
1148,53.0,30.0,66.0,97.5,164.0,9.0,335.0,3.0,,Lisboa,344.0,Pastel de nata,221.0,51.76,109.3,4.8,KO
1149,60.0,22.0,31.0,96.8,62.0,9.0,306.0,3.0,,Lisboa,321.0,Pastel de nata,229.0,50.19,130.4,5.5,OK
1150,75.0,18.0,33.0,96.3,79.0,10.0,251.0,3.3,,,247.0,Pastel de nata,212.0,33.78,48.5,4.8,OK
1151,74.0,25.0,25.0,99.6,30.0,10.0,152.0,3.1,,Lisboa,151.0,Pastel De Nata,243.0,30.49,16.0,4.6,KO
1152,47.0,41.0,12.0,97.9,42.0,10.0,224.0,3.3,,Porto,241.0,Pastel De Nata,211.0,95.94,38.0,6.1,KO
1153,40.0,26.0,59.0,98.2,16.0,10.0,75.0,3.2,,Porto,72.0,N/A,299.0,73.56,22.2,7.9,KO
1154,74.0,23.0,29.0,97.4,49.0,10.0,219.0,3.4,,Lisboa,218.0,Pastel Nata,213.0,41.73,15.1,5.8,OK
1155,74.0,25.0,41.0,101.1,121.0,11.0,277.0,3.1,,Lisboa,274.0,Pastel de Nata,192.0,48.45,104.8,5.9,OK
1156,65.0,31.0,31.0,100.7,24.0,10.0,98.0,3.3,,Porto,101.0,,251.0,79.82,34.8,5.9,KO
1157,71.0,28.0,39.0,94.5,50.0,11.0,248.0,3.4,,Lisboa,240.0,Pastel de Nata,179.0,26.56,31.3,3.8,OK
1158,76.0,20.0,40.0,95.2,86.0,11.0,263.0,2.9,,Lisboa,266.0,,226.0,41.33,10.5,4.3,KO
1159,47.0,28.0,69.0,98.9,62.0,9.0,301.0,3.2,,Lisboa,292.0,N/A,179.0,46.66,164.3,5.1,OK
1160,46.0,17.0,33.0,97.2,76.0,10.0,236.0,3.3,,Lisboa,237.0,Pastel de Nata,197.0,57.22,51.8,4.2,KO
1161,61.0,30.0,13.0,99.8,38.0,13.0,95.0,3.6,,Porto,93.0,Pastel Nata,169.0,55.8,23.4,7.0,OK
1162,57.0,22.0,35.0,98.0,84.0,9.0,225.0,3.3,,Lisboa,239.0,Pastel Nata,171.0,40.93,172.6,4.4,OK
1163,59.0,41.0,9.0,97.7,62.0,9.0,176.0,3.3,,Lisboa,171.0,Pastel Nata,159.0,42.12,28.3,3.6,KO
1164,48.0,37.0,48.0,102.5,95.0,9.0,228.0,3.1,,Porto,215.0,Pastel De Nata,269.0,,28.7,6.1,KO
1165,43.0,21.0,48.0,103.0,62.0,11.0,219.0,3.1,,LISBOA,209.0,Pastel De Nata,218.0,42.51,37.4,4.1,KO
1166,54.0,17.0,37.0,97.3,48.0,10.0,186.0,3.2,,Lisboa,201.0,Pastel de Nata,232.0,55.44,18.5,4.1,KO
1167,65.0,19.0,32.0,101.4,87.0,9.0,340.0,3.1,,Lisboa,342.0,Pastel De Nata,230.0,47.42,145.6,5.0,OK
1168,47.0,20.0,38.0,99.3,85.0,11.0,292.0,3.4,,Lisboa,276.0,N/A,209.0,29.87,15.3,5.3,OK
1169,55.0,24.0,52.0,96.6,81.0,10.0,250.0,3.5,,Lisboa,238.0,N/A,231.0,43.05,18.3,4.9,OK
1170,64.0,26.0,67.0,101.8,41.0,11.0,140.0,3.1,,Porto,122.0,Pastel De Nata,396.0,91.59,25.3,6.0,KO
1171,57.0,35.0,26.0,99.0,87.0,11.0,304.0,3.3,,Lisboa,313.0,,181.0,49.95,17.1,5.6,KO
1172,47.0,17.0,44.0,98.7,44.0,12.0,107.0,3.3,,Porto,95.0,N/A,207.0,69.8,25.3,5.3,OK
1173,48.0,27.0,27.0,95.0,34.0,9.0,341.0,3.1,,Lisboa,337.0,Pastel de Nata,179.0,171.88,8.1,6.6,KO
1174,64.0,19.0,29.0,97.2,77.0,10.0,175.0,2.8,,Lisboa,191.0,Pastel De Nata,242.0,27.66,11.1,3.5,KO
1175,58.0,34.0,34.0,101.6,65.0,9.0,165.0,3.4,,Porto,179.0,Pastel Nata,234.0,77.21,19.3,5.7,KO
1176,67.0,31.0,2.0,100.4,40.0,10.0,93.0,3.4,,Porto,90.0,Pastel de Nata,204.0,80.97,19.1,8.3,OK
1177,41.0,16.0,22.0,98.4,58.0,12.0,327.0,3.4,,lisboa,327.0,Pastel Nata,182.0,59.57,128.8,4.3,OK
1178,78.0,32.0,63.0,101.4,116.0,9.0,264.0,3.1,,Lisboa,278.0,,209.0,44.73,116.0,4.5,OK
1179,78.0,20.0,46.0,95.0,48.0,11.0,222.0,3.6,,Lisboa,220.0,Pastel Nata,169.0,29.84,44.9,4.7,OK
1180,44.0,30.0,26.0,98.3,,10.0,133.0,3.4,,Porto,122.0,,242.0,63.14,17.7,6.2,KO
1181,47.0,26.0,46.0,96.4,20.0,12.0,80.0,3.3,,Porto,69.0,N/A,288.0,75.79,63.2,8.6,OK
1182,65.0,20.0,40.0,97.3,164.0,9.0,298.0,3.2,,Lisboa,285.0,Pastel De Nata,206.0,56.71,154.7,4.6,OK
1183,73.0,26.0,27.0,100.1,43.0,11.0,155.0,3.1,,Lisboa,159.0,Pastel De Nata,271.0,26.16,12.1,3.9,KO
1184,77.0,22.0,37.0,98.5,97.0,11.0,291.0,3.0,,Lisboa,293.0,Pastel de Nata,219.0,36.21,70.3,3.1,KO
1185,44.0,25.0,52.0,96.8,79.0,10.0,265.0,3.1,,Lisboa,281.0,Pastel Nata,200.0,32.86,46.6,4.4,OK
1186,48.0,25.0,35.0,98.4,55.0,11.0,242.0,3.1,,Lisboa,240.0,Pastel de nata,267.0,19.16,48.1,4.8,OK
1187,55.0,26.0,27.0,96.9,77.0,11.0,188.0,3.5,,Lisboa,198.0,N/A,165.0,31.05,11.9,5.9,OK
1188,70.0,18.0,37.0,96.9,95.0,11.0,242.0,3.1,,Lisboa,236.0,Pastel de nata,212.0,50.94,64.8,5.1,OK
1189,78.0,48.0,11.0,97.0,42.0,9.0,165.0,3.2,,,145.0,,247.0,87.6,19.4,8.0,KO
1190,63.0,24.0,39.0,98.2,87.0,11.0,300.0,3.2,,lisboa,291.0,Pastel Nata,230.0,39.94,70.9,3.7,OK
1191,56.0,21.0,28.0,99.1,149.0,11.0,266.0,3.8,,Lisboa,276.0,,158.0,44.74,12.2,6.2,OK
1192,77.0,19.0,30.0,98.4,50.0,10.0,138.0,3.3,,Lisboa,151.0,Pastel Nata,173.0,43.1,7.8,4.8,OK
1193,43.0,23.0,49.0,99.7,20.0,11.0,80.0,3.0,,Porto,70.0,N/A,306.0,50.39,18.0,7.9,OK
1194,60.0,30.0,53.0,100.7,24.0,13.0,72.0,3.3,,Porto,73.0,N/A,279.0,72.46,18.4,7.0,OK
1195,65.0,23.0,38.0,95.0,72.0,13.0,206.0,3.1,,Lisboa,208.0,N/A,211.0,25.99,54.3,3.4,OK
1196,44.0,20.0,23.0,98.1,60.0,,269.0,3.8,,Lisboa,281.0,Pastel Nata,170.0,50.89,13.3,4.6,KO
1197,51.0,60.0,45.0,98.9,62.0,10.0,190.0,3.1,,Porto,183.0,Pastel Nata,316.0,75.53,28.6,5.6,OK
1198,51.0,36.0,2.0,96.7,22.0,10.0,179.0,3.2,,Lisboa,171.0,N/A,186.0,34.31,8.8,3.5,KO
1199,68.0,29.0,18.0,98.2,82.0,11.0,237.0,3.1,,Lisboa,231.0,Pastel Nata,190.0,38.56,44.6,4.1,OK
1200,76.0,24.0,35.0,97.3,83.0,10.0,212.0,3.3,,Lisboa,219.0,,174.0,50.83,22.6,4.9,KO
1201,45.0,21.0,26.0,97.0,48.0,9.0,214.0,3.1,,Lisboa,219.0,Pastel de nata,217.0,85.41,187.2,5.0,KO
1202,73.0,33.0,36.0,97.3,34.0,11.0,147.0,3.2,,Lisboa,160.0,N/A,175.0,30.03,24.8,4.9,OK
1203,63.0,22.0,31.0,97.1,76.0,9.0,230.0,3.1,,Lisboa,229.0,,198.0,52.97,149.6,5.7,OK
1204,63.0,23.0,32.0,96.9,57.0,12.0,173.0,2.9,,Lisboa,166.0,Pastel de nata,229.0,46.09,13.1,4.5,OK
1205,69.0,24.0,21.0,98.2,58.0,11.0,228.0,3.0,,Lisboa,236.0,Pastel de nata,198.0,30.89,40.5,3.4,OK
1206,54.0,18.0,52.0,98.0,102.0,11.0,245.0,3.1,,Lisboa,249.0,Pastel Nata,285.0,39.3,9.8,5.1,OK
1207,46.0,33.0,65.0,99.9,22.0,10.0,77.0,3.0,,Porto,72.0,Pastel Nata,378.0,72.0,20.1,8.3,KO
1208,46.0,17.0,14.0,97.6,64.0,10.0,252.0,3.1,,Lisboa,235.0,N/A,176.0,44.6,61.3,6.1,OK
1209,62.0,23.0,69.0,97.8,62.0,11.0,293.0,3.6,,Lisboa,288.0,N/A,174.0,40.08,93.1,5.6,KO
1210,68.0,30.0,71.0,97.6,44.0,10.0,99.0,3.1,,Porto,104.0,,351.0,91.47,28.7,6.0,OK
1211,65.0,21.0,49.0,96.9,77.0,13.0,240.0,3.0,,Lisboa ,252.0,Pastel Nata,205.0,46.43,9.7,3.4,OK
1212,41.0,19.0,43.0,103.2,93.0,8.0,270.0,3.2,,Lisboa,263.0,,238.0,43.0,120.9,7.7,OK
1213,74.0,39.0,29.0,99.0,70.0,9.0,225.0,3.2,,Lisboa,233.0,Pastel de nata,196.0,55.86,51.2,3.7,KO
1214,52.0,19.0,40.0,96.7,48.0,12.0,146.0,3.3,,Lisboa,158.0,Pastel De Nata,200.0,74.46,9.9,6.1,OK
1215,79.0,23.0,33.0,96.5,32.0,9.0,166.0,2.9,,Lisboa,156.0,Pastel De Nata,242.0,52.23,25.7,5.0,KO
1216,44.0,18.0,35.0,94.9,77.0,11.0,181.0,3.2,,Lisboa,169.0,Pastel de nata,201.0,29.93,25.8,7.3,OK
1217,63.0,18.0,40.0,99.0,131.0,11.0,272.0,3.2,,Lisboa,267.0,Pastel de nata,193.0,52.54,12.6,6.8,OK
1218,55.0,28.0,21.0,100.3,45.0,9.0,241.0,3.0,,Lisboa,250.0,Pastel de nata,188.0,42.61,50.9,5.4,KO
1219,47.0,26.0,25.0,92.5,135.0,10.0,298.0,3.1,,Lisboa,303.0,Pastel Nata,188.0,50.16,118.6,5.5,OK
1220,56.0,18.0,28.0,98.9,56.0,11.0,194.0,3.2,,Lisboa,199.0,Pastel de Nata,175.0,28.65,24.1,3.6,OK
1221,63.0,38.0,12.0,98.0,54.0,9.0,312.0,3.3,,Lisboa,318.0,Pastel de nata,228.0,93.96,105.3,4.6,KO
1222,59.0,35.0,17.0,94.7,,10.0,215.0,3.4,,Porto,204.0,Pastel de nata,233.0,86.82,15.5,4.8,KO
1223,75.0,24.0,23.0,98.0,68.0,10.0,308.0,3.2,,,293.0,Pastel Nata,235.0,45.25,24.3,5.7,OK
1224,72.0,17.0,55.0,98.4,160.0,9.0,294.0,3.0,,Lisboa,290.0,Pastel De Nata,202.0,44.22,60.2,3.9,KO
1225,53.0,27.0,32.0,96.9,88.0,12.0,225.0,3.0,,Lisboa,229.0,Pastel de nata,186.0,41.27,9.7,3.7,OK
1226,62.0,19.0,29.0,97.4,48.0,9.0,295.0,3.0,,Lisboa,307.0,Pastel de Nata,207.0,61.72,127.0,5.2,OK
1227,76.0,25.0,33.0,95.5,62.0,12.0,88.0,3.2,,Porto,104.0,Pastel de nata,231.0,80.7,24.2,6.1,OK
1228,76.0,26.0,26.0,96.2,56.0,10.0,226.0,2.9,,Lisboa,230.0,Pastel Nata,221.0,32.32,55.8,6.3,OK
1229,62.0,23.0,34.0,94.1,54.0,10.0,253.0,3.2,,Lisboa,258.0,N/A,204.0,55.24,30.8,4.5,OK
1230,74.0,27.0,36.0,99.8,57.0,10.0,126.0,3.3,,Porto,137.0,Pastel de Nata,235.0,87.17,19.4,5.9,OK
1231,48.0,25.0,26.0,96.3,74.0,11.0,307.0,3.1,,Lisboa,293.0,,230.0,43.23,67.7,4.5,KO
1232,45.0,34.0,57.0,96.8,56.0,11.0,113.0,3.0,,Porto,114.0,Pastel de Nata,353.0,76.39,13.8,6.8,OK
1233,54.0,25.0,18.0,97.2,91.0,9.0,325.0,3.2,,Lisboa,322.0,Pastel De Nata,217.0,42.69,83.5,4.9,KO
1234,49.0,18.0,38.0,98.0,95.0,10.0,225.0,3.5,,Lisboa,225.0,N/A,181.0,25.92,15.2,5.3,OK
1235,67.0,25.0,21.0,96.9,34.0,15.0,238.0,3.4,,Lisboa,230.0,,163.0,25.52,26.2,7.9,OK
1236,75.0,24.0,51.0,95.3,108.0,9.0,340.0,3.1,,Lisboa,342.0,Pastel de Nata,194.0,49.31,135.3,4.5,KO
1237,50.0,26.0,32.0,98.7,119.0,13.0,306.0,3.4,,Lisboa,310.0,Pastel De Nata,150.0,30.22,37.3,3.0,OK
1238,51.0,27.0,25.0,97.7,57.0,11.0,218.0,3.4,,Lisboa,218.0,Pastel de nata,141.0,31.55,79.3,4.3,OK
1239,76.0,24.0,24.0,98.9,40.0,13.0,76.0,3.2,,Porto,99.0,,297.0,72.51,20.6,6.1,OK
1240,60.0,32.0,63.0,102.3,113.0,8.0,273.0,3.1,,Lisboa,278.0,N/A,226.0,43.4,121.6,4.5,OK
1241,54.0,33.0,19.0,99.1,60.0,12.0,208.0,3.1,,Lisboa,194.0,Pastel Nata,197.0,34.31,24.5,4.3,OK
1242,79.0,23.0,32.0,98.9,88.0,12.0,248.0,3.3,,Lisboa,246.0,,195.0,35.27,142.0,5.2,OK
1243,75.0,35.0,25.0,99.2,30.0,9.0,167.0,3.1,,Porto,183.0,Pastel de nata,222.0,223.47,16.0,8.1,KO
1244,64.0,19.0,29.0,94.0,34.0,12.0,271.0,3.1,,Lisboa,268.0,Pastel de nata,227.0,43.16,12.0,4.8,OK
1245,69.0,43.0,10.0,99.0,44.0,10.0,126.0,3.3,,Porto,109.0,Pastel De Nata,250.0,88.95,29.2,5.5,KO
1246,49.0,21.0,26.0,100.1,112.0,11.0,251.0,3.2,,Lisboa,247.0,,192.0,49.46,116.6,3.8,OK
1247,78.0,35.0,22.0,98.4,78.0,13.0,239.0,3.2,,Lisboa,246.0,Pastel Nata,198.0,36.82,42.0,5.2,OK
1248,67.0,26.0,37.0,100.4,73.0,11.0,304.0,3.2,,Lisboa,284.0,N/A,227.0,41.81,16.0,5.0,OK
1249,60.0,16.0,27.0,97.8,44.0,10.0,205.0,3.5,,Lisboa,203.0,Pastel de nata,205.0,60.19,62.9,4.7,KO
1250,76.0,24.0,28.0,100.6,91.0,10.0,282.0,3.4,,Lisboa,278.0,,166.0,43.55,54.3,4.0,OK
1251,75.0,31.0,25.0,99.6,102.0,12.0,254.0,3.3,,Lisboa,245.0,Pastel de nata,157.0,30.99,38.4,5.6,OK
1252,79.0,18.0,33.0,100.5,64.0,12.0,153.0,3.3,,Lisboa,159.0,Pastel de nata,206.0,33.19,10.0,4.1,OK
1253,71.0,23.0,47.0,98.0,108.0,9.0,310.0,3.1,,LISBOA,312.0,,207.0,35.68,81.2,5.0,KO
1254,61.0,28.0,20.0,98.5,89.0,10.0,314.0,3.2,,LISBOA,320.0,Pastel de Nata,192.0,49.23,14.6,4.0,OK
1255,51.0,30.0,49.0,102.0,22.0,10.0,95.0,3.2,,Porto,79.0,Pastel De Nata,296.0,87.14,24.6,5.1,KO
1256,79.0,17.0,31.0,99.3,97.0,9.0,309.0,3.4,,Lisboa,311.0,Pastel de nata,242.0,40.34,18.1,3.9,KO
1257,48.0,21.0,29.0,99.0,122.0,10.0,307.0,3.3,,Lisboa,305.0,Pastel De Nata,173.0,56.16,132.8,3.8,KO
1258,53.0,35.0,7.0,96.4,20.0,10.0,79.0,3.4,,porto,80.0,Pastel De Nata,209.0,71.41,14.2,7.7,OK
1259,78.0,24.0,73.0,95.7,80.0,10.0,287.0,3.2,,Lisboa,285.0,N/A,200.0,37.12,50.0,4.5,KO
1260,53.0,31.0,45.0,96.2,28.0,12.0,87.0,3.2,,Porto,99.0,N/A,339.0,84.96,26.7,7.6,OK
1261,71.0,22.0,28.0,99.6,80.0,10.0,253.0,3.5,,Lisboa,254.0,Pastel de nata,237.0,32.82,16.3,5.1,OK
1262,68.0,26.0,31.0,98.4,120.0,10.0,390.0,3.2,,Lisboa,393.0,Pastel De Nata,171.0,49.32,77.1,4.6,KO
1263,45.0,23.0,30.0,97.4,63.0,11.0,176.0,3.3,,Lisboa,163.0,N/A,201.0,25.25,56.8,5.7,OK
1264,52.0,24.0,43.0,98.0,114.0,10.0,346.0,3.1,,Lisboa,342.0,N/A,198.0,53.24,83.4,4.5,KO
1265,43.0,46.0,7.0,99.6,40.0,11.0,69.0,3.4,,Porto,83.0,N/A,215.0,92.49,25.6,6.1,OK
1266,56.0,40.0,0.0,101.0,107.0,11.0,129.0,3.6,,Porto ,139.0,N/A,186.0,88.53,21.0,6.7,OK
1267,72.0,21.0,57.0,95.3,16.0,10.0,39.0,3.1,,Porto,62.0,Pastel De Nata,345.0,77.69,17.4,7.3,OK
1268,66.0,31.0,0.0,97.7,42.0,14.0,120.0,3.7,,Porto,114.0,Pastel de nata,142.0,49.61,21.2,7.5,OK
1269,68.0,23.0,40.0,96.9,54.0,11.0,198.0,2.9,,Lisboa,199.0,Pastel Nata,207.0,36.49,12.7,4.0,OK
1270,79.0,34.0,20.0,101.0,29.0,9.0,93.0,3.4,,Porto ,85.0,,205.0,82.85,19.2,4.2,KO
1271,58.0,27.0,44.0,97.8,106.0,12.0,248.0,3.0,,Lisboa,239.0,Pastel De Nata,255.0,27.79,64.2,3.6,OK
1272,52.0,23.0,23.0,93.7,575.0,10.0,722.0,3.5,,Lisboa,713.0,Pastel de Nata,187.0,48.45,29.1,6.5,KO
1273,79.0,27.0,46.0,98.6,62.0,12.0,224.0,3.3,,Lisboa,238.0,Pastel de nata,208.0,27.17,15.0,3.2,OK
1274,54.0,19.0,25.0,95.6,71.0,11.0,187.0,3.2,,Lisboa,193.0,,179.0,40.43,20.0,5.6,OK
1275,59.0,23.0,19.0,95.4,116.0,10.0,329.0,3.2,,Lisboa,334.0,Pastel Nata,204.0,52.31,83.1,5.3,KO
1276,53.0,34.0,49.0,98.0,80.0,12.0,,3.5,,Lisboa,191.0,Pastel de nata,181.0,35.62,18.0,7.5,OK
1277,49.0,19.0,37.0,97.4,72.0,13.0,161.0,3.2,,Lisboa,181.0,Pastel de Nata,215.0,43.56,13.2,3.7,OK
1278,70.0,37.0,23.0,98.1,24.0,10.0,78.0,3.1,,Porto,90.0,Pastel de nata,266.0,101.83,19.6,5.4,OK
1279,74.0,27.0,35.0,99.6,55.0,11.0,218.0,3.2,,Lisboa,211.0,Pastel De Nata,238.0,35.57,103.4,3.5,OK
1280,62.0,19.0,33.0,98.9,138.0,11.0,271.0,3.4,,Lisboa,272.0,N/A,205.0,43.69,16.5,5.2,KO
1281,62.0,47.0,0.0,99.7,22.0,11.0,73.0,3.3,,Porto ,70.0,Pastel Nata,226.0,97.29,18.5,5.7,KO
1282,45.0,17.0,32.0,96.5,44.0,10.0,157.0,3.3,,Lisboa,169.0,,207.0,34.77,81.3,3.1,OK
1283,80.0,20.0,31.0,98.0,,11.0,326.0,3.2,,Lisboa,331.0,Pastel de Nata,200.0,19.18,71.6,3.5,OK
1284,57.0,29.0,42.0,99.9,132.0,10.0,351.0,3.1,,Lisboa,366.0,N/A,186.0,40.49,121.4,5.9,OK
1285,46.0,32.0,21.0,97.7,113.0,9.0,333.0,3.1,,Lisboa,327.0,N/A,211.0,46.99,167.4,5.5,KO
1286,50.0,30.0,47.0,96.5,38.0,11.0,79.0,3.0,,Porto,90.0,Pastel Nata,321.0,77.99,,8.6,OK
1287,59.0,21.0,38.0,98.2,34.0,12.0,145.0,3.0,,Lisboa,150.0,Pastel Nata,178.0,144.78,28.1,7.0,OK
1288,48.0,33.0,15.0,96.1,68.0,14.0,231.0,3.4,,Lisboa,243.0,,167.0,26.07,21.1,7.6,OK
1289,44.0,25.0,28.0,94.8,48.0,13.0,206.0,3.3,,Lisboa,233.0,N/A,180.0,41.53,22.8,4.0,OK
1290,80.0,23.0,26.0,97.0,38.0,12.0,203.0,3.1,,Lisboa,198.0,,170.0,34.57,48.2,3.3,OK
1291,57.0,36.0,47.0,99.5,66.0,13.0,222.0,3.1,,Lisboa,230.0,Pastel de Nata,199.0,29.49,28.7,4.1,OK
1292,76.0,29.0,22.0,96.0,20.0,9.0,83.0,3.3,,Porto,67.0,Pastel Nata,194.0,66.48,15.9,5.6,KO
1293,58.0,21.0,29.0,96.8,33.0,10.0,157.0,3.3,,LISBOA,147.0,Pastel de Nata,155.0,27.58,7.4,4.0,KO
1294,51.0,33.0,28.0,100.1,68.0,13.0,251.0,3.3,,Lisboa,254.0,Pastel de nata,198.0,36.85,46.0,4.7,OK
