id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract
5417,59.0,43,22,97.3,52.0,13.0,228.0,2.9,,Lisboa,227.0,,285.0,39.53,19.8,10.7
5418,42.0,17,34,98.5,76.0,9.0,235.0,3.2,,Lisboa,247.0,Pastel Nata,208.0,50.76,44.5,4.0
5419,68.0,25,14,99.9,140.0,10.0,292.0,3.2,,Lisboa,294.0,Pastel de nata,194.0,45.6,13.7,4.1
5420,72.0,52,2,102.2,20.0,11.0,55.0,3.4,,Porto,70.0,Pastel De Nata,199.0,99.57,44.1,5.5
5421,64.0,18,39,95.7,78.0,11.0,279.0,3.1,,Lisboa,286.0,Pastel De Nata,214.0,37.01,54.2,6.0
5422,45.0,21,33,96.4,40.0,10.0,148.0,3.2,,Lisboa,164.0,N/A,213.0,52.8,21.0,4.1
5423,72.0,28,60,99.0,95.0,9.0,226.0,3.1,,Lisboa,224.0,Pastel de Nata,188.0,43.65,152.2,5.0
5424,70.0,24,35,96.2,66.0,11.0,333.0,3.3,,Lisboa,335.0,Pastel De Nata,193.0,53.43,13.0,4.5
5425,42.0,20,35,100.3,108.0,11.0,233.0,3.0,,LISBOA,229.0,Pastel de nata,205.0,38.02,140.4,6.4
5426,55.0,37,46,101.4,42.0,9.0,111.0,3.4,,Porto,111.0,Pastel de nata,288.0,72.08,22.8,6.2
5427,73.0,41,7,98.6,32.0,10.0,103.0,3.5,,Porto,117.0,,197.0,89.75,21.4,5.4
5428,78.0,37,6,100.2,67.0,10.0,132.0,3.4,,Porto,,N/A,183.0,62.71,19.9,8.4
5429,60.0,25,23,98.5,113.0,9.0,372.0,3.0,,Lisboa,356.0,Pastel de nata,218.0,48.48,130.3,5.0
5430,56.0,29,41,100.1,54.0,9.0,265.0,3.1,,Lisboa,277.0,Pastel de Nata,206.0,62.86,63.0,4.8
5431,64.0,26,46,96.7,48.0,12.0,251.0,3.5,,Lisboa,251.0,Pastel de Nata,180.0,30.19,80.0,4.5
5432,56.0,28,59,99.3,44.0,10.0,127.0,3.2,,Porto,147.0,N/A,332.0,68.52,40.2,7.5
5433,70.0,21,17,100.0,123.0,9.0,302.0,3.0,,lisboa,287.0,,198.0,44.68,107.4,5.5
5434,41.0,22,28,95.7,84.0,10.0,190.0,3.2,,Lisboa,195.0,,222.0,36.59,12.3,7.0
5435,45.0,22,30,97.8,32.0,12.0,187.0,3.0,,Lisboa,192.0,N/A,223.0,36.03,12.1,3.5
5436,44.0,26,95,97.3,112.0,12.0,364.0,3.4,,Lisboa,355.0,Pastel De Nata,194.0,33.23,84.3,5.0
5437,63.0,23,22,100.2,95.0,12.0,350.0,3.3,,Lisboa,355.0,N/A,179.0,58.59,126.2,3.7
5438,55.0,36,8,99.0,36.0,13.0,97.0,3.5,,Porto,89.0,,205.0,69.6,23.8,7.2
5439,45.0,30,22,96.6,65.0,12.0,195.0,3.4,,Porto,187.0,,187.0,53.45,82.5,5.7
5440,65.0,22,29,99.5,81.0,13.0,193.0,3.0,,Lisboa,195.0,,170.0,30.97,12.7,6.4
5441,78.0,28,20,97.0,112.0,10.0,301.0,3.3,,Lisboa,297.0,Pastel de nata,169.0,39.59,67.2,6.4
5442,65.0,27,44,98.0,66.0,10.0,280.0,3.2,,Lisboa,281.0,Pastel de nata,182.0,54.2,63.8,4.1
5443,43.0,66,9,98.8,24.0,10.0,78.0,3.4,,Porto,79.0,,180.0,171.54,14.8,4.8
5444,57.0,41,31,99.3,24.0,10.0,130.0,3.3,,Porto,131.0,Pastel de nata,228.0,85.46,21.7,5.1
5445,65.0,24,35,99.8,73.0,9.0,237.0,3.3,,Lisboa,225.0,N/A,222.0,59.15,148.3,5.1
5446,72.0,26,36,100.7,32.0,9.0,213.0,3.2,,Lisboa,232.0,Pastel Nata,259.0,45.17,14.2,4.7
5447,73.0,26,51,99.4,59.0,11.0,283.0,3.4,,Lisboa ,283.0,Pastel Nata,209.0,58.47,74.7,6.5
5448,46.0,25,32,100.1,101.0,9.0,410.0,3.1,,Lisboa,416.0,Pastel Nata,221.0,42.9,127.5,4.2
5449,69.0,32,13,100.1,28.0,10.0,107.0,3.6,,Porto,105.0,Pastel De Nata,190.0,113.05,23.8,6.6
5450,64.0,19,25,97.1,88.0,11.0,189.0,3.1,,Lisboa,198.0,N/A,175.0,29.85,123.5,3.5
5451,79.0,34,23,98.6,36.0,10.0,107.0,3.2,,Porto,97.0,Pastel Nata,302.0,104.63,27.0,5.6
5452,49.0,24,47,96.5,30.0,10.0,94.0,3.0,,Porto,80.0,N/A,370.0,73.79,19.5,6.3
5453,66.0,20,32,100.7,109.0,12.0,267.0,3.1,,Lisboa,245.0,Pastel Nata,172.0,37.55,42.1,4.2
5454,72.0,24,32,99.7,66.0,11.0,227.0,3.3,,Lisboa,224.0,Pastel De Nata,211.0,36.12,17.2,4.5
5455,62.0,21,34,97.1,134.0,12.0,222.0,3.4,,Lisboa,234.0,Pastel Nata,177.0,41.45,20.0,4.1
5456,71.0,19,28,98.9,61.0,12.0,204.0,3.1,,Lisboa,200.0,Pastel Nata,216.0,38.02,10.1,3.7
5457,67.0,24,33,99.3,42.0,12.0,221.0,3.1,,Lisboa,218.0,Pastel de Nata,212.0,40.01,59.1,5.7
5458,54.0,28,51,98.2,135.0,10.0,302.0,3.1,,Lisboa,315.0,Pastel de nata,176.0,125.84,10.1,4.6
5459,77.0,19,63,98.6,66.0,9.0,281.0,3.3,,Lisboa,283.0,N/A,216.0,44.53,14.4,5.9
5460,58.0,39,23,100.2,85.0,10.0,185.0,3.3,,Porto,187.0,Pastel Nata,313.0,99.43,34.7,6.3
5461,53.0,23,31,95.6,72.0,11.0,210.0,3.3,,Lisboa,222.0,Pastel De Nata,181.0,35.47,114.9,4.7
5462,42.0,21,41,99.7,39.0,11.0,207.0,3.2,,Lisboa,202.0,,241.0,36.14,31.8,3.6
5463,61.0,22,32,100.7,104.0,11.0,223.0,3.3,,Lisboa,218.0,,152.0,26.6,11.0,4.2
5464,57.0,27,20,99.3,90.0,11.0,245.0,3.2,,Lisboa,236.0,N/A,148.0,31.46,46.7,4.2
5465,72.0,25,45,99.5,162.0,9.0,306.0,3.0,,Lisboa ,322.0,Pastel de nata,196.0,194.85,34.9,3.9
5466,66.0,38,26,98.9,120.0,9.0,332.0,3.2,,Lisboa,343.0,,202.0,58.74,106.0,4.4
5467,69.0,27,10,101.7,45.0,9.0,157.0,3.0,,Lisboa,147.0,N/A,206.0,43.11,35.6,4.1
5468,71.0,19,51,100.5,18.0,10.0,86.0,3.3,,Porto,85.0,Pastel De Nata,359.0,104.14,39.5,9.7
5469,63.0,27,47,101.7,63.0,10.0,157.0,3.1,,Porto,153.0,Pastel De Nata,377.0,78.21,26.4,7.2
5470,50.0,21,35,98.9,106.0,12.0,261.0,3.3,,Lisboa,251.0,Pastel de Nata,213.0,33.31,18.2,4.2
5471,50.0,20,60,94.1,38.0,10.0,178.0,3.1,,Lisboa,192.0,Pastel de nata,190.0,207.0,14.2,4.3
5472,42.0,24,46,94.0,54.0,11.0,232.0,3.1,,Lisboa,235.0,N/A,247.0,40.96,68.5,4.2
5473,69.0,32,27,98.6,95.0,11.0,250.0,3.3,,Lisboa,251.0,,182.0,33.98,43.6,4.8
5474,72.0,22,27,100.6,84.0,9.0,248.0,3.1,,Lisboa,248.0,Pastel De Nata,168.0,53.95,76.2,5.2
5475,53.0,22,31,96.2,66.0,11.0,178.0,3.4,,Lisboa,187.0,Pastel de nata,185.0,33.54,19.6,6.8
5476,42.0,17,29,,59.0,11.0,189.0,3.5,,Lisboa,189.0,Pastel de Nata,215.0,32.45,13.6,3.9
5477,79.0,23,48,96.6,16.0,10.0,66.0,2.9,,Lisboa,76.0,Pastel de nata,292.0,31.56,50.1,5.2
5478,76.0,43,3,99.7,44.0,10.0,181.0,3.5,,Porto,180.0,Pastel Nata,215.0,78.94,22.6,6.0
5479,41.0,24,44,98.4,69.0,11.0,244.0,3.1,,Lisboa,260.0,N/A,232.0,33.03,12.6,4.1
5480,65.0,20,38,97.6,80.0,12.0,197.0,3.5,,Lisboa,211.0,Pastel de nata,188.0,36.87,15.4,5.1
5481,60.0,28,30,97.6,54.0,11.0,190.0,3.0,,Lisboa,191.0,N/A,175.0,31.79,17.6,3.7
5482,77.0,16,44,100.2,136.0,11.0,268.0,3.1,,lisboa,266.0,,179.0,43.83,11.1,7.3
5483,56.0,37,19,98.5,40.0,11.0,99.0,3.5,,Porto,100.0,Pastel de Nata,219.0,85.95,18.2,6.7
5484,45.0,21,32,97.9,20.0,11.0,89.0,2.9,,Lisboa,89.0,N/A,261.0,40.21,6.9,3.8
5485,61.0,42,0,100.6,40.0,11.0,106.0,3.5,,Porto,99.0,Pastel de nata,202.0,118.1,27.2,6.4
5486,57.0,34,32,99.6,18.0,11.0,65.0,3.2,,porto,74.0,Pastel de Nata,230.0,68.27,27.4,5.4
5487,69.0,35,36,99.7,22.0,11.0,68.0,3.2,,Porto,75.0,Pastel de nata,272.0,85.75,17.7,7.5
5488,54.0,24,51,96.6,45.0,13.0,206.0,3.2,,Lisboa,209.0,Pastel de Nata,225.0,36.23,47.5,6.8
5489,68.0,18,42,98.4,69.0,13.0,275.0,3.0,,Lisboa,257.0,Pastel De Nata,232.0,26.42,17.1,7.4
5490,49.0,42,31,101.6,40.0,9.0,138.0,3.5,,Porto,147.0,Pastel de Nata,187.0,87.18,17.5,8.0
5491,67.0,47,21,97.4,20.0,9.0,71.0,3.2,,Porto,69.0,,247.0,77.97,17.4,4.9
5492,71.0,20,24,98.4,66.0,10.0,208.0,3.1,,Lisboa,201.0,,198.0,45.01,66.3,3.2
5493,60.0,29,34,96.9,86.0,12.0,252.0,3.2,,Lisboa,250.0,Pastel de nata,207.0,18.73,74.9,4.3
5494,42.0,19,32,98.4,159.0,11.0,335.0,3.3,,Lisboa,331.0,Pastel De Nata,177.0,34.43,11.0,4.3
5495,77.0,28,47,99.4,130.0,9.0,335.0,2.9,,LISBOA,316.0,Pastel de nata,226.0,54.92,124.2,5.2
5496,62.0,20,23,98.8,85.0,12.0,194.0,3.4,,Lisboa,188.0,N/A,171.0,36.08,14.5,4.9
5497,59.0,36,13,99.1,46.0,10.0,85.0,3.2,,Porto,84.0,Pastel de Nata,215.0,59.35,20.9,6.9
5498,49.0,21,29,97.6,103.0,12.0,180.0,3.3,,Lisboa,184.0,Pastel Nata,173.0,34.09,11.3,3.9
5499,78.0,27,29,97.6,26.0,11.0,196.0,3.2,,Lisboa,195.0,Pastel Nata,181.0,34.64,56.4,4.1
5500,75.0,47,24,99.8,30.0,10.0,155.0,3.4,,Porto,145.0,Pastel Nata,238.0,81.74,27.9,5.7
5501,70.0,29,25,96.1,75.0,13.0,213.0,3.3,,Lisboa,201.0,,209.0,24.23,18.3,6.0
5502,63.0,20,29,95.4,109.0,11.0,175.0,2.9,,Lisboa,183.0,Pastel Nata,244.0,23.19,8.8,3.7
5503,64.0,27,22,99.9,38.0,10.0,290.0,3.2,,Lisboa,259.0,,224.0,47.55,31.8,4.6
5504,80.0,35,26,94.5,24.0,9.0,268.0,3.0,,Lisboa,254.0,Pastel de Nata,224.0,89.41,33.2,5.1
5505,72.0,25,36,98.4,30.0,10.0,225.0,3.1,,Lisboa,233.0,Pastel De Nata,215.0,35.21,12.5,4.6
5506,77.0,25,36,97.1,72.0,12.0,253.0,3.3,,Lisboa,251.0,N/A,156.0,30.2,11.9,3.7
5507,64.0,26,21,94.0,46.0,12.0,194.0,3.5,,Lisboa,183.0,N/A,158.0,26.6,16.5,3.8
5508,44.0,26,35,98.3,66.0,14.0,211.0,3.2,,Lisboa,193.0,Pastel de Nata,178.0,24.4,45.3,5.2
5509,76.0,50,30,100.8,52.0,10.0,124.0,3.2,,Porto,145.0,Pastel de Nata,230.0,80.52,43.0,5.2
5510,60.0,18,28,100.6,48.0,9.0,313.0,3.0,,Lisboa,305.0,Pastel De Nata,205.0,64.77,125.2,5.0
5511,59.0,46,5,96.5,22.0,10.0,91.0,3.4,,Porto,81.0,Pastel de Nata,221.0,109.54,35.8,6.3
5512,62.0,27,36,98.2,32.0,11.0,222.0,3.3,,Lisboa,230.0,Pastel Nata,240.0,38.82,16.3,4.9
5513,79.0,46,26,101.8,56.0,9.0,277.0,3.3,,Porto,266.0,Pastel de Nata,280.0,85.08,24.3,5.6
5514,50.0,29,50,98.9,53.0,10.0,183.0,3.3,,PORTO,175.0,Pastel De Nata,214.0,73.79,25.8,7.2
5515,78.0,21,33,102.2,136.0,10.0,366.0,3.1,,Lisboa,355.0,,237.0,40.29,102.5,5.3
5516,73.0,41,1,94.4,58.0,11.0,106.0,3.4,,Porto,104.0,Pastel De Nata,225.0,79.61,23.1,6.3
5517,51.0,33,37,97.7,65.0,12.0,280.0,3.1,,Lisboa,280.0,Pastel De Nata,200.0,32.25,49.8,4.0
5518,73.0,18,48,96.5,20.0,9.0,100.0,2.9,,Lisboa,101.0,Pastel De Nata,297.0,37.4,14.2,2.8
5519,,25,41,101.4,81.0,9.0,270.0,3.0,,Lisboa,284.0,N/A,213.0,44.22,187.6,4.9
5520,41.0,26,46,103.2,36.0,10.0,87.0,3.2,,Porto,101.0,N/A,302.0,59.98,16.1,6.9
5521,71.0,28,29,97.4,59.0,11.0,328.0,3.0,,Lisboa,336.0,Pastel De Nata,226.0,49.86,77.2,4.7
5522,52.0,17,41,98.0,54.0,11.0,194.0,3.0,,Lisboa,,Pastel Nata,202.0,43.36,10.4,5.4
5523,69.0,48,0,98.1,22.0,10.0,91.0,3.5,,Porto,69.0,,194.0,61.48,21.2,5.8
5524,54.0,56,7,98.1,18.0,11.0,90.0,3.5,,Porto,66.0,Pastel de Nata,209.0,58.13,19.8,6.3
5525,65.0,27,95,97.4,120.0,10.0,368.0,3.0,,Lisboa,360.0,Pastel de Nata,252.0,47.31,180.4,4.3
5526,60.0,33,4,99.0,49.0,12.0,198.0,3.6,,Porto,208.0,Pastel de Nata,155.0,51.63,17.1,6.3
5527,72.0,27,25,100.7,18.0,10.0,89.0,3.3,,Porto,92.0,Pastel Nata,179.0,87.45,17.6,4.3
5528,59.0,25,32,95.9,62.0,12.0,288.0,3.2,,Lisboa,282.0,Pastel de Nata,209.0,34.65,38.8,8.2
5529,46.0,32,47,96.1,28.0,9.0,83.0,3.4,,PORTO,82.0,,281.0,84.89,18.5,5.6
5530,69.0,32,28,101.2,65.0,10.0,124.0,3.2,,Porto,118.0,,252.0,80.5,15.6,5.5
5531,43.0,20,38,101.0,80.0,11.0,224.0,3.4,,lisboa,210.0,Pastel de nata,200.0,36.48,14.9,5.0
5532,50.0,22,41,99.6,121.0,9.0,338.0,3.1,,Lisboa,342.0,Pastel Nata,208.0,59.52,144.5,4.4
5533,71.0,20,30,98.1,95.0,12.0,321.0,3.3,,lisboa,340.0,Pastel de nata,211.0,38.61,20.4,4.1
5534,64.0,33,29,97.0,63.0,12.0,303.0,3.1,,Lisboa,297.0,Pastel de Nata,200.0,36.91,51.2,4.5
5535,61.0,21,29,98.7,91.0,11.0,260.0,3.1,,Lisboa,242.0,N/A,208.0,29.12,62.3,5.0
5536,66.0,45,0,99.8,42.0,13.0,127.0,4.0,,PORTO,119.0,,156.0,40.99,11.8,6.1
5537,58.0,25,24,98.5,80.0,9.0,214.0,3.0,,Lisboa,226.0,Pastel De Nata,202.0,118.27,65.4,4.9
5538,43.0,23,41,105.0,42.0,10.0,267.0,3.4,,Lisboa,262.0,Pastel de Nata,197.0,52.78,13.3,4.7
5539,77.0,41,3,97.3,22.0,10.0,71.0,3.7,,Porto,70.0,Pastel de nata,161.0,80.1,15.2,6.0
5540,63.0,22,39,95.7,50.0,10.0,198.0,3.1,,Lisboa,181.0,Pastel De Nata,211.0,66.97,58.3,7.9
5541,56.0,24,28,98.4,73.0,13.0,243.0,3.2,,Lisboa,248.0,Pastel Nata,181.0,36.3,155.0,4.4
5542,54.0,46,23,95.9,36.0,10.0,173.0,3.3,,Porto,172.0,,248.0,74.07,23.1,5.6
5543,49.0,22,23,101.2,62.0,11.0,244.0,3.3,,Lisboa,240.0,,203.0,48.55,17.6,5.8
5544,62.0,34,21,99.0,,10.0,268.0,3.4,,Lisboa,259.0,Pastel de Nata,197.0,46.19,18.0,5.7
5545,50.0,27,43,98.4,28.0,13.0,72.0,3.4,,Porto,80.0,Pastel Nata,255.0,67.02,23.5,8.3
5546,47.0,35,37,94.9,62.0,10.0,325.0,3.3,,Lisboa,316.0,Pastel De Nata,196.0,46.38,74.5,5.5
5547,74.0,43,24,99.4,20.0,10.0,82.0,3.2,,porto,92.0,Pastel de nata,295.0,82.77,22.6,5.9
5548,68.0,24,33,98.2,132.0,9.0,309.0,3.1,,Lisboa,314.0,Pastel De Nata,187.0,231.52,44.7,4.7
5549,78.0,21,25,96.6,96.0,9.0,252.0,3.3,,LISBOA,254.0,,193.0,49.51,172.6,3.5
5550,79.0,24,51,94.7,81.0,10.0,295.0,3.1,,Lisboa,287.0,Pastel De Nata,202.0,35.26,49.0,4.5
5551,64.0,45,53,100.5,24.0,12.0,99.0,3.2,,Porto,82.0,Pastel Nata,342.0,126.88,33.7,8.3
5552,52.0,19,42,96.3,104.0,10.0,289.0,2.9,,Lisboa,,,213.0,44.98,13.7,3.1
5553,55.0,19,38,98.9,86.0,10.0,233.0,3.6,,Lisboa,234.0,,234.0,48.39,24.1,4.5
5554,75.0,28,46,97.6,79.0,10.0,243.0,3.2,,PORTO,242.0,Pastel de Nata,292.0,109.21,21.8,11.8
5555,53.0,30,44,94.9,22.0,12.0,61.0,3.1,,Porto,65.0,Pastel de Nata,303.0,102.42,21.2,6.4
5556,73.0,42,23,99.7,42.0,11.0,137.0,3.1,,Porto,130.0,Pastel Nata,321.0,82.6,24.8,7.3
5557,43.0,23,18,97.6,45.0,10.0,239.0,3.3,,Lisboa,252.0,Pastel de nata,171.0,34.03,14.3,3.6
5558,64.0,44,47,96.3,124.0,9.0,372.0,3.2,,lisboa,381.0,Pastel Nata,199.0,52.57,121.7,5.1
5559,75.0,25,28,99.2,57.0,9.0,253.0,3.1,,Lisboa,251.0,Pastel Nata,231.0,54.08,171.0,3.9
5560,51.0,20,43,100.2,50.0,12.0,187.0,3.4,,Lisboa,199.0,Pastel de nata,154.0,15.01,19.0,5.4
5561,51.0,25,59,97.8,82.0,13.0,210.0,3.3,,Lisboa,222.0,N/A,179.0,38.4,49.4,6.1
5562,66.0,20,35,98.0,88.0,10.0,237.0,3.1,,lisboa,210.0,,189.0,44.47,100.5,4.9
5563,46.0,23,35,102.1,113.0,10.0,148.0,3.5,,Porto,160.0,Pastel de Nata,274.0,59.49,22.9,8.4
5564,57.0,48,12,99.2,70.0,10.0,174.0,3.3,,Porto,160.0,Pastel de nata,291.0,79.81,28.8,6.6
5565,67.0,16,37,100.2,83.0,11.0,217.0,3.1,,Lisboa,211.0,N/A,212.0,42.02,130.3,5.3
5566,70.0,40,19,99.3,70.0,10.0,155.0,3.2,,Porto,152.0,N/A,267.0,89.1,39.7,4.9
5567,52.0,23,28,97.9,65.0,10.0,360.0,3.5,,Lisboa,343.0,Pastel Nata,209.0,59.79,38.6,6.0
5568,74.0,23,31,97.0,69.0,13.0,200.0,3.5,,Lisboa,205.0,Pastel de nata,176.0,40.46,18.1,5.4
5569,68.0,21,51,98.0,49.0,12.0,206.0,3.0,,Lisboa,201.0,Pastel de Nata,220.0,35.5,12.0,2.7
5570,47.0,27,43,99.8,117.0,10.0,358.0,3.2,,Lisboa,352.0,Pastel de Nata,199.0,42.58,80.4,4.9
5571,61.0,18,48,101.1,50.0,11.0,253.0,3.3,,Lisboa,235.0,Pastel De Nata,231.0,57.08,19.9,4.9
5572,67.0,35,22,99.3,48.0,10.0,233.0,2.7,,Lisboa,223.0,,311.0,90.45,24.6,4.4
5573,76.0,27,25,98.0,129.0,9.0,357.0,3.1,,Lisboa,353.0,Pastel de nata,191.0,60.75,175.2,5.0
5574,53.0,25,20,96.2,28.0,9.0,234.0,2.9,,LISBOA,237.0,N/A,204.0,42.46,66.7,5.0
5575,68.0,25,26,97.0,62.0,13.0,180.0,3.1,,Lisboa,181.0,N/A,239.0,61.15,21.4,4.8
5576,73.0,26,32,99.1,79.0,9.0,297.0,3.1,,Lisboa,284.0,Pastel de Nata,196.0,68.34,64.8,4.8
5577,69.0,25,14,96.2,79.0,10.0,260.0,3.3,,Lisboa,255.0,Pastel Nata,209.0,43.21,76.6,5.0
5578,51.0,25,38,95.1,111.0,10.0,573.0,3.1,,Lisboa,568.0,Pastel Nata,275.0,62.89,17.4,7.2
5579,46.0,28,31,99.0,62.0,9.0,309.0,3.5,,Lisboa,312.0,,182.0,53.19,10.9,5.6
5580,68.0,32,0,97.2,74.0,12.0,114.0,3.3,,Porto,108.0,N/A,201.0,71.06,14.3,5.8
5581,67.0,15,32,94.3,119.0,11.0,244.0,3.4,,Lisboa,262.0,Pastel de nata,192.0,37.27,12.5,4.1
5582,57.0,19,48,97.2,126.0,10.0,248.0,3.1,,Lisboa,253.0,Pastel de Nata,237.0,55.39,102.1,4.5
5583,64.0,21,21,96.4,89.0,9.0,229.0,3.3,,Lisboa,217.0,N/A,159.0,44.79,170.9,4.8
5584,48.0,29,48,99.0,102.0,9.0,285.0,3.1,,LISBOA,273.0,N/A,212.0,142.1,12.9,5.6
5585,75.0,23,60,101.0,126.0,9.0,289.0,3.2,,Lisboa,300.0,Pastel de nata,220.0,47.03,120.1,4.5
5586,52.0,19,35,99.8,82.0,12.0,196.0,3.2,,Lisboa,209.0,Pastel Nata,197.0,35.88,14.7,7.0
5587,77.0,29,41,100.0,46.0,11.0,107.0,3.3,,Porto,110.0,Pastel de nata,286.0,67.59,90.2,8.0
5588,51.0,20,34,95.9,74.0,12.0,171.0,3.2,,Lisboa,178.0,,218.0,35.47,58.5,4.6
5589,48.0,21,20,98.8,44.0,12.0,215.0,3.7,,Lisboa,219.0,N/A,140.0,37.65,101.2,4.8
5590,61.0,23,26,100.0,119.0,9.0,373.0,3.1,,Lisboa,357.0,,213.0,55.11,139.6,3.9
5591,76.0,17,34,97.2,60.0,10.0,198.0,3.2,,Lisboa,194.0,Pastel de Nata,186.0,48.92,112.6,4.9
5592,56.0,23,118,97.7,113.0,13.0,491.0,3.0,,Lisboa,495.0,Pastel de nata,227.0,34.74,43.5,4.2
5593,61.0,20,58,102.0,78.0,9.0,252.0,3.0,,Lisboa,239.0,Pastel de Nata,201.0,76.46,102.8,4.8
5594,70.0,17,26,98.2,80.0,10.0,258.0,3.3,,Lisboa,258.0,Pastel Nata,204.0,45.16,12.0,3.4
5595,59.0,39,45,97.5,52.0,10.0,175.0,3.5,,Porto,155.0,Pastel de nata,293.0,71.28,23.1,6.1
5596,68.0,32,36,102.0,36.0,9.0,109.0,3.5,,Porto,118.0,Pastel de Nata,207.0,83.63,21.0,6.5
5597,63.0,38,17,96.0,30.0,10.0,81.0,3.1,,Porto,82.0,Pastel de nata,271.0,80.37,16.1,4.8
5598,51.0,20,43,96.6,52.0,10.0,212.0,3.1,,Lisboa,195.0,Pastel de Nata,218.0,46.07,14.2,4.6
5599,70.0,38,9,100.2,58.0,11.0,102.0,3.5,,Porto,96.0,Pastel de nata,179.0,52.96,16.6,6.1
5600,70.0,18,31,95.5,24.0,11.0,165.0,3.3,,Lisboa,183.0,Pastel De Nata,171.0,36.01,12.3,4.8
5601,62.0,35,35,96.9,20.0,9.0,64.0,3.2,,Porto,75.0,Pastel de nata,256.0,94.84,15.0,5.5
5602,71.0,23,24,102.1,41.0,9.0,219.0,3.1,,Lisboa,224.0,Pastel Nata,211.0,34.7,184.4,5.2
5603,70.0,23,29,98.4,83.0,9.0,308.0,3.1,,Lisboa,309.0,,178.0,51.22,194.1,4.8
5604,77.0,42,6,99.7,20.0,10.0,30.0,3.2,,Porto,69.0,Pastel de nata,207.0,69.73,13.5,4.7
5605,58.0,29,30,97.8,168.0,9.0,341.0,3.3,,Lisboa,349.0,N/A,184.0,334.67,65.4,5.9
5606,63.0,37,5,101.7,42.0,11.0,110.0,3.4,,Porto,104.0,,221.0,83.45,22.6,5.8
5607,46.0,31,20,102.7,131.0,9.0,323.0,3.2,,Lisboa,325.0,Pastel De Nata,204.0,66.21,156.7,4.4
5608,74.0,20,25,95.6,131.0,11.0,290.0,3.0,,Lisboa,279.0,,190.0,36.96,114.4,5.7
5609,73.0,26,24,96.2,54.0,9.0,217.0,3.1,,Lisboa,212.0,N/A,230.0,54.04,43.4,4.9
5610,66.0,28,51,97.9,118.0,9.0,,3.0,,Lisboa,308.0,Pastel de Nata,239.0,45.35,150.3,4.8
5611,66.0,32,40,101.6,22.0,11.0,69.0,3.5,,Porto,72.0,Pastel De Nata,186.0,75.45,24.1,7.0
5612,53.0,22,25,96.7,115.0,9.0,378.0,3.1,,Lisboa,358.0,,220.0,46.86,70.8,3.7
5613,40.0,28,51,96.5,134.0,9.0,253.0,2.9,,Lisboa,261.0,Pastel de nata,236.0,50.97,132.1,4.4
5614,69.0,30,7,101.0,125.0,10.0,274.0,3.2,,Lisboa,265.0,N/A,202.0,48.78,14.2,3.8
5615,63.0,28,23,100.5,52.0,11.0,272.0,3.4,,LISBOA,263.0,Pastel de Nata,206.0,40.0,19.2,3.9
5616,79.0,34,10,91.7,34.0,10.0,81.0,3.5,,Porto,96.0,N/A,205.0,76.11,23.7,5.7
5617,45.0,44,12,93.5,20.0,10.0,103.0,3.4,,Porto,83.0,N/A,224.0,197.43,16.0,5.4
5618,50.0,27,24,97.9,68.0,13.0,191.0,2.9,,Lisboa,196.0,Pastel Nata,228.0,30.32,106.8,4.1
5619,60.0,23,33,98.3,274.0,11.0,507.0,3.2,,Lisboa,514.0,Pastel de Nata,222.0,55.32,60.1,6.0
5620,59.0,26,19,97.1,109.0,11.0,297.0,3.4,,lisboa,289.0,Pastel de nata,188.0,30.35,18.6,4.9
5621,46.0,27,30,97.0,94.0,11.0,311.0,3.2,,Lisboa,302.0,N/A,189.0,39.16,73.0,4.8
5622,69.0,18,33,100.5,77.0,9.0,205.0,3.4,,Lisboa ,210.0,Pastel De Nata,221.0,32.78,52.2,5.2
5623,48.0,30,25,99.2,91.0,10.0,309.0,3.1,,Lisboa,298.0,Pastel Nata,213.0,57.75,67.8,4.2
5624,40.0,33,15,98.0,38.0,10.0,231.0,3.1,,Lisboa,233.0,Pastel Nata,215.0,49.38,60.8,4.8
5625,58.0,21,30,101.2,62.0,11.0,233.0,3.3,,Lisboa,233.0,Pastel de nata,166.0,24.61,96.1,3.7
5626,75.0,22,41,97.2,114.0,11.0,304.0,3.5,,Lisboa,305.0,Pastel de nata,203.0,46.6,108.4,7.4
5627,80.0,20,24,97.4,26.0,10.0,225.0,3.2,,Lisboa,228.0,Pastel de nata,186.0,57.35,143.4,5.4
5628,67.0,30,52,97.9,20.0,10.0,187.0,2.9,,Lisboa,215.0,Pastel de Nata,293.0,34.79,96.2,2.9
5629,57.0,21,42,99.5,102.0,9.0,290.0,3.2,,Lisboa,291.0,,239.0,43.2,148.6,6.7
5630,45.0,24,26,94.6,78.0,9.0,324.0,3.2,,lisboa,331.0,Pastel De Nata,188.0,53.19,131.4,4.5
5631,77.0,20,31,96.5,82.0,12.0,189.0,3.3,,Lisboa,191.0,Pastel de Nata,202.0,26.76,21.9,5.9
5632,51.0,22,39,101.6,61.0,9.0,309.0,2.9,,Lisboa,307.0,N/A,208.0,59.8,136.6,4.5
5633,57.0,20,33,98.6,76.0,12.0,227.0,3.4,,Lisboa,231.0,Pastel de Nata,171.0,30.2,16.2,5.3
